,flux_a,hlr_a,e1_a,e2_a,x0_a,y0_a,flux_b,hlr_b,e1_b,e2_b,x0_b,y0_b
0,251142.614523,0.984207767367,-0.0158826607128,-0.00493325389201,-0.816226068584,0.00131873799978,245905.387065,0.980442131966,-0.0170424818815,-0.00325959037264,0.813829932809,-0.00140697606195
1,246736.40781,0.982851437482,-0.0203082867371,-0.00251916235101,-0.8107764525,0.00648103146599,251742.918497,0.988406586194,-0.0137921091748,0.00144332934476,0.812741993438,0.00580398055169
2,257077.120823,0.985386241592,-0.0114046815624,0.00741502357121,-0.810222856859,-0.00257595657279,241372.773992,0.974176174522,-0.0283197894585,0.00906468727708,0.802055610283,0.00493298387309
3,251789.814206,0.983385664523,-0.0195095922566,-0.00280683940018,-0.808016866632,0.00480701043051,246730.376604,0.982413427421,-0.02024691784,8.23626175075e-05,0.806621587278,0.000530152179749
4,255230.298382,0.991375986634,-0.0113418419686,0.0033736906837,-0.814907514289,0.000805360874218,244276.999459,0.979911875198,-0.0212040269937,0.00366097045787,0.808920580924,0.00336097684078
5,249317.784739,0.983307024141,-0.0181663710367,-0.00538346478864,-0.806436582945,-0.000405810114951,250453.593254,0.985507387857,-0.0179173551698,-0.00977353344992,0.806542272751,-0.00250299281413
6,256072.997007,0.98382700204,-0.0152649753136,0.00353228106469,-0.809635403264,0.00200865127501,242138.384595,0.978870353711,-0.0259046430696,0.00392973112776,0.804461043574,0.00204974540714
7,256248.211663,0.987493023757,-0.0152614807192,0.000548350317618,-0.815864958482,-0.00485346563305,241092.111596,0.976970149311,-0.0270605269676,0.000423479189786,0.809634226204,-0.00133665324019
8,253241.154144,0.986965209086,-0.0133911025286,-0.00719103125468,-0.913760829146,0.00330239953324,245531.856178,0.978682197384,-0.0179999293998,-0.00396906769348,0.711423953778,0.00284437494326
9,255066.418956,0.987719319064,-0.0110711138725,0.00842120807992,-0.814604031673,-0.00359465707579,244242.182082,0.982948322249,-0.0172979501695,0.00503215250396,0.810652915527,0.00148411145009
10,239261.75467,0.974867727668,-0.0254695420292,-0.00298073864287,-0.901944438412,0.000694498538311,259085.145039,0.99040206067,-0.0145110161568,-0.000858425341768,0.709888509653,-0.00108229021065
11,261134.11836,0.988761169534,-0.00847347979904,0.0032674218137,-0.714844076592,-5.34439781044e-05,237456.597783,0.967619187842,-0.0335064217556,0.00139982302417,0.903538811491,0.00288431584771
12,243298.525726,0.980757667758,-0.0247101614544,0.000395789686895,-0.806925508873,0.00247097398463,254440.713041,0.987363372933,-0.011156213372,-0.000573288085157,0.810742610866,0.00290926920178
13,252900.791311,0.981565080023,-0.0154122079222,0.00785772631068,-0.807497807435,-0.0046737170937,245440.236222,0.977267193044,-0.0207485479391,0.00429638795783,0.803946845938,0.000630413118182
14,256025.20701,0.989012684828,-0.0128038326279,0.00319247829008,-0.71272519773,-0.00335350737936,241523.319156,0.973901644539,-0.024181852581,0.00341625905723,0.906905071872,0.000171363814006
15,241392.967923,0.978373333721,-0.0265058790354,-0.00645401827714,-0.80554082959,0.00445213804268,256980.3297,0.988130974148,-0.0121775643438,-0.00262629327072,0.811599471669,0.00283915618236
16,240475.085811,0.975717912056,-0.0268136518968,0.00415995325,-0.807822632677,-0.00437278187847,258732.588535,0.987402754016,-0.00868727319472,0.00208217116039,0.816255925548,-0.00259573538451
17,250731.482555,0.975808350762,-0.0179435478354,-0.00180717252069,-0.807941825526,0.00113254247551,246338.636579,0.977370919917,-0.0235436451089,-0.0059758748875,0.805092866848,-0.000553888064996
